ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה בתוקף לשנה,היתר קרינה,עוצמת הקרינה,תוצאה מירבית ב% ביחס לסף הבריאות,תאור נקודה בה התקבלה תוצאה מירבית,קובץ הקמה,קובץ הפעלה,area
2901,פלאפון,812006,גזר,צמוד לכביש 1  עי מבנה חב` המים  בתחומי היש,גזר,גזר,194152,645138,תורן קרקעי,24/07/2016,21/03/2017,2019-08-09 00:00:00,יש היתר,0.16,0.03,בתוך מבנה דרום מערבי,http://documents.sviva.gov.il/B001_3_812006_20160724_1227.pdf,http://documents.sviva.gov.il/B002_3_812006_20170321_1805.pdf,
2902,פלאפון,812020,שטח ללא שיפוט,רכבת  מודיעין תל אביב,שטח ללא שיפוט,גזר,193601,646180,אתר זעיר פנימי,2009-11-02 00:00:00,15/01/2018,22/08/2019,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,,http://documents.sviva.gov.il/B002_3_812020_20180115_1454.pdf,
2903,פלאפון,812021,שטח ללא שיפוט,רכבת  מודיעין תל אביב,שטח ללא שיפוט,גזר,194043,645537,אתר זעיר פנימי,26/02/2009,15/01/2018,22/08/2019,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,,http://documents.sviva.gov.il/B002_3_812021_20180115_1455.pdf,
2904,פלאפון,812023,בית עריף,צומת בין כביש 444 ו-453,שהם,חבל מודיעין,193662,654676,תורן קרקעי,14/09/2017,2018-05-03 00:00:00,13/01/2019,אין היתר,2.484,0.579,במבנה חד קומתי- קרקע במרחק 7 מטר ובכיוון °350.,http://documents.sviva.gov.il/B001_3_812023_20170914_0835.pdf,http://documents.sviva.gov.il/B002_3_812023_20180305_0928.pdf,
2905,פלאפון,812025,רמלה,שד הרצל פינת שד ויצמן,רמלה,רמלה,187735,648753,תורן על הגג,2015-06-10 00:00:00,19/12/2017,2020-02-01 00:00:00,יש היתר,64.88,7.91,בתוך מבנה משרדי העירייה,http://documents.sviva.gov.il/B001_3_812025_20151006_0747.pdf,http://documents.sviva.gov.il/B002_3_812025_20171219_1513.pdf,850022
2907,פלאפון,812037,לוד,"נתב""ג UPS",לוד,נמל תעופה בן גוריון,189512,655334,אתר זעיר פנימי,15/06/2014,16/04/2019,26/03/2019,יש היתר,25.1,5.3,בשטח המבנה,http://documents.sviva.gov.il/B001_3_812037_20140615_1041.pdf,http://documents.sviva.gov.il/B002_3_812037_20190416_1814.pdf,
2908,פלאפון,812046,ניר צבי,ליד תחנת דלק שוק סיטונאי  צריפין,עמק לוד,באר יעקב,186109,651769,תורן קרקעי,2016-07-01 00:00:00,24/04/2018,2019-11-02 00:00:00,יש היתר,12.645,1.795,במבנה - 4 קומות  במרחק 93 מטר ובכיוון °180.,http://documents.sviva.gov.il/B001_3_812046_20160107_0950.pdf,http://documents.sviva.gov.il/B002_3_812046_20180424_1034.pdf,25301
2910,פלאפון,812052,לוד,יוספטל 23,לוד,לוד,188507,650284,תורן על הגג,2018-12-02 00:00:00,18/06/2018,2020-07-01 00:00:00,יש היתר,18.913,2.789,בבית פרטי 2 קומות - ק.1 במרחק 34 מטר ובכיוון °5.,http://documents.sviva.gov.il/B001_3_812052_20180212_0924.pdf,http://documents.sviva.gov.il/B002_3_812052_20180618_0957.pdf,
2911,פלאפון,812053,כפר חבד,שטח חקלאי הממוקם  מערבית לכפר חבד כ ? 15,עמק לוד,עמק לוד,185192,654936,תורן קרקעי,14/03/2019,2018-09-07 00:00:00,15/05/2019,יש היתר,3.477,0.799,מבנה מכולה במרחק 4 מטר בכיוון 170 מעלות,http://documents.sviva.gov.il/B001_3_812053_20190314_1134.pdf,http://documents.sviva.gov.il/B002_3_812053_20180709_1427.pdf,
2912,פלאפון,812072,לוד,רח` אבא הילל,לוד,לוד,190763,652336,אתר זעיר פנימי,25/06/2018,2018-06-12 00:00:00,2019-06-10 00:00:00,יש היתר,25.844,5.404,,http://documents.sviva.gov.il/B001_3_812072_20180625_0939.pdf,http://documents.sviva.gov.il/B002_3_812072_20181206_1202.pdf,
2913,פלאפון,812080,רמלה,מחלף רמלה סמוך לכביש 431,גזר,גזר,186332,647346,תורן קרקעי,28/01/2016,2017-06-07 00:00:00,2019-07-04 00:00:00,יש היתר,1.744,0.353,במבנה חד קומתי - קרקע במרחק 85 מטר ובכיוון °180.,http://documents.sviva.gov.il/B001_3_812080_20160128_0853.pdf,http://documents.sviva.gov.il/B002_3_812080_20160905_1517.pdf,
2914,פלאפון,812082,עמק לוד,מושב אחיעזר בשדה פתוח,עמק לוד,עמק לוד,188277,653614,תורן קרקעי,23/07/2017,2018-02-07 00:00:00,15/05/2019,יש היתר,0.0,0,מבנה במרחק 180 מטר בכיוון 40 מעלות,http://documents.sviva.gov.il/B001_3_812082_20170723_0910.pdf,http://documents.sviva.gov.il/B002_3_812082_20180702_0832.pdf,
2915,פלאפון,812087,לוד,דרך לוד 3,לוד,לוד,189050,651570,תורן קרקעי,19/01/2015,2018-08-02 00:00:00,2019-03-10 00:00:00,יש היתר,3.2,0.5,בתוך מבנה מגורים בבנייה,http://documents.sviva.gov.il/B001_3_812087_20150119_1455.pdf,http://documents.sviva.gov.il/B002_3_812087_20180208_1053.pdf,700044
2916,פלאפון,812111,חבל מודיעין,בכיוון מערב סמוך למחלף בן שמן,מודיעים,חבל מודיעין,194252,651438,תורן קרקעי,23/11/2017,20/03/2018,2019-04-11 00:00:00,יש היתר,0.0,0,אין אזורים מאוכלסים ברציפות,http://documents.sviva.gov.il/B001_3_812111_20171123_1200.pdf,http://documents.sviva.gov.il/B002_3_812111_20180320_1521.pdf,
2917,פלאפון,812119,חבל מודיעין,רח` נגב 2,חבל מודיעין,קרית שדה התעופה,191789,654841,אתר זעיר פנימי,2018-03-01 00:00:00,2020-05-01 00:00:00,22/12/2019,יש היתר,36.127,7.489,במפלס הרצפה,http://documents.sviva.gov.il/B001_3_812119_20180103_0830.pdf,http://documents.sviva.gov.il/B002_3_812119_20200105_1355.pdf,
2918,פלאפון,812121,רמלה,"יוספטל פינת צ""ל",רמלה,רמלה,186751,649090,מתקן גישה אלחוטי,2015-03-03 00:00:00,2018-02-07 00:00:00,21/04/2019,יש היתר,3.8,0.5,בתוך מבנה מגורים ברחוב יוספטל 20,http://documents.sviva.gov.il/B001_3_812121_20150303_1527.pdf,http://documents.sviva.gov.il/B002_3_812121_20180702_0944.pdf,850032
2920,פלאפון,812128,עמק לוד,מאחורי בנין עלית בניר צבי,עמק לוד,עמק לוד,186213,652307,תורן קרקעי,25/02/2015,2017-08-05 00:00:00,2019-05-08 00:00:00,יש היתר,0.5,0.07,בתוך מבנה תעשייתי מזרחי,http://documents.sviva.gov.il/B001_3_812128_20150225_1113.pdf,http://documents.sviva.gov.il/B002_3_812128_20170508_1226.pdf,
2921,פלאפון,812129,ראשון לציון,בשטח בסוף רח` ירושלים,ראשון לציון,ראשון לציון,183718,652007,תורן קרקעי,14/12/2015,30/05/2016,16/10/2019,יש היתר,0.0,0,בקיוסק נייד במרחק 30 מטר ובכיוון °180.,http://documents.sviva.gov.il/B001_3_812129_20151214_1025.pdf,http://documents.sviva.gov.il/B002_3_812129_20160811_0936.pdf,8300126
2922,פלאפון,812130,נען,סמוך לשער של קיבוץ נען,גזר,נען,186243,643454,תורן קרקעי,2018-11-06 00:00:00,2019-12-02 00:00:00,2019-02-12 00:00:00,יש היתר,0.0,0,בתוך מבנה לא מאוכלס בזמן בדיקה,http://documents.sviva.gov.il/B001_3_812130_20180611_1128.pdf,http://documents.sviva.gov.il/B002_3_812130_20190212_1436.pdf,
2923,פלאפון,812142,כפר דניאל,מול פארק הקופים,מודיעים,חבל מודיעין,193970,649819,תורן קרקעי,22/05/2018,25/03/2018,2020-07-01 00:00:00,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_812142_20180522_1220.pdf,http://documents.sviva.gov.il/B002_3_812142_20180326_1400.pdf,
2924,פלאפון,812159,לוד,רח` אבא הילל סילבר 20,לוד,לוד,190551,651718,אתר זעיר פנימי,2015-06-01 00:00:00,24/12/2018,20/11/2019,יש היתר,36.756,6.756,במפלס הרצפה,http://documents.sviva.gov.il/B001_3_812159_20150106_1456.pdf,http://documents.sviva.gov.il/B002_3_812159_20181224_1442.pdf,700012
2925,פלאפון,812161,באר יעקב,בשטח פתוח סמוך למבנה אבן ופנסיון כלבים וחיות,באר יעקב,באר יעקב,187062,650073,תורן קרקעי,2015-10-02 00:00:00,16/10/2017,2019-12-09 00:00:00,יש היתר,1.62,0.312,במבנה   קומת קרקע במרחק 40 מטר ובכיוון °335.,http://documents.sviva.gov.il/B001_3_812161_20150210_1022.pdf,http://documents.sviva.gov.il/B002_3_812161_20171016_1130.pdf,25301
2926,פלאפון,812165,בית דגן,בית דגן תחנת דלק אלון,בית דגן,בית דגן,184070,655333,תורן קרקעי,2019-04-06 00:00:00,29/07/2019,16/07/2019,יש היתר,2.461,0.558,במחסן קומת קרקע במרחק 40 מטר בכיוון 160 מעלות,http://documents.sviva.gov.il/B001_3_812165_20190604_1515.pdf,http://documents.sviva.gov.il/B002_3_812165_20190729_1423.pdf,4661
2927,פלאפון,812178,חבל מודיעין,כפר טרומן בשדות מול אייר פורט סיטי,חבל מודיעין,חבל מודיעין,191786,654631,תורן קרקעי,31/03/2016,2017-06-06 00:00:00,17/02/2019,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_812178_20160331_1419.pdf,http://documents.sviva.gov.il/B002_3_812178_20170606_0822.pdf,
2928,פלאפון,812204,שהם,רח` עמק איילון 30,שהם,שוהם,195120,656215,אנטנה משתפלת,25/02/2015,2018-02-07 00:00:00,2020-02-01 00:00:00,יש היתר,44.56,5.59,ברב שטח האתר,http://documents.sviva.gov.il/B001_3_812204_20150225_1118.pdf,http://documents.sviva.gov.il/B002_3_812204_20180702_1014.pdf,13043
2929,פלאפון,812206,אחיעזר,בית עלמין - אחיעזר,עמק לוד,אחיעזר,187761,655418,תורן קרקעי,2016-08-12 00:00:00,20/06/2017,2019-05-02 00:00:00,יש היתר,0.0,0,בכל אזור האתר,http://documents.sviva.gov.il/B001_3_812206_20161208_0928.pdf,http://documents.sviva.gov.il/B002_3_812206_20170620_0755.pdf,
2930,פלאפון,812252,לוד,רח חיים משה שפירא ? בחניה של בית הקברות,לוד,לוד,190830,650568,תורן קרקעי,2020-01-01 00:00:00,2017-03-08 00:00:00,2020-07-01 00:00:00,יש היתר,40.103,5.951,"בקופ""ח מכבי   קומה 1 במרחק 68 מטר ובכיוון °260.",http://documents.sviva.gov.il/B001_3_812252_20200101_1347.pdf,http://documents.sviva.gov.il/B002_3_812252_20151013_0756.pdf,700021
2931,פלאפון,812254,מצליח,משק מס`-  36,גזר,מצליח,188150,646516,תורן קרקעי,22/12/2013,18/06/2018,2020-04-02 00:00:00,יש היתר,0.93,0.2,בתוך מבנה מגורים מרוחק משק 36,http://documents.sviva.gov.il/B001_3_812254_20131222_1516.pdf,http://documents.sviva.gov.il/B002_3_812254_20180618_1024.pdf,
2932,פלאפון,812255,לוד,"נתב""ג",לוד,נמל תעופה בן גוריון,187854,656490,אנטנה משתפלת,2018-05-09 00:00:00,2019-12-12 00:00:00,27/11/2019,יש היתר,31.247,6.359,,http://documents.sviva.gov.il/B001_3_812255_20180905_1508.pdf,http://documents.sviva.gov.il/B002_3_812255_20191212_0908.pdf,
2933,פלאפון,812282,מודיעין מכבים רעות,הי פארק,מודיעין רעות,מודיעין מכבים רעות,196427,647138,אתר זעיר פנימי,2012-02-01 00:00:00,26/11/2019,2019-07-11 00:00:00,יש היתר,15.963,3.137,,,http://documents.sviva.gov.il/B002_3_812282_20191126_2128.pdf,
2934,פלאפון,812285,עזריה,שטח שדה פתוח במושב עזריה בסמוך למיבנה הר,גזר,גזר,190075,643670,תורן קרקעי,27/07/2017,27/11/2017,2019-02-08 00:00:00,יש היתר,0.0,0,אין אזורים מאוכלסים ברציפות,http://documents.sviva.gov.il/B001_3_812285_20170727_1033.pdf,http://documents.sviva.gov.il/B002_3_812285_20171127_0957.pdf,
2935,פלאפון,812299,לוד,החשמונאים ל,לוד,לוד,190438,651216,מתקן גישה אלחוטי,19/02/2015,19/12/2017,2019-07-10 00:00:00,יש היתר,18.9,2.6,בתוך רחוב גולומב 6,http://documents.sviva.gov.il/B001_3_812299_20150219_0819.pdf,http://documents.sviva.gov.il/B002_3_812299_20171219_1445.pdf,700014
2936,פלאפון,812316,לוד,גן ציבורי בין מגדל המים וביהס הרצל,לוד,לוד,189150,650393,אנטנה משתפלת,13/11/2017,20/03/2018,25/02/2020,יש היתר,14.7,3.4,בכיתת לימוד בקומה עלוינה מול אנטנות 5 & 6  כ- 75  מטר צפון מערבה.,http://documents.sviva.gov.il/B001_3_812316_20171113_1015.pdf,http://documents.sviva.gov.il/B002_3_812316_20180320_1151.pdf,700041
2937,פלאפון,812317,לוד,רח מיכאל כהן פינת רח כצנלסון,לוד,לוד,190096,650970,תורן קרקעי,28/01/2016,25/12/2017,13/10/2019,יש היתר,44.731,7.382,במבנה מגורים 3 קומות - ק.2 + מרפסת במרחק 33 מטר ובכיוון °60.,http://documents.sviva.gov.il/B001_3_812317_20160128_0854.pdf,http://documents.sviva.gov.il/B002_3_812317_20171225_0916.pdf,700013
2938,פלאפון,812318,רמלה,היצירה בניין מסחרי,רמלה,רמלה,189004,648838,תורן על הגג,20/01/2020,2018-12-02 00:00:00,2019-03-10 00:00:00,יש היתר,1.5,0.22,בתוך מטה ארצי רמלה,http://documents.sviva.gov.il/B001_3_812318_20200120_1343.pdf,http://documents.sviva.gov.il/B002_3_812318_20180212_0905.pdf,
2939,פלאפון,812321,לוד,א.ת.הדרומי בלוד על גג בניין המכון הגאופי,לוד,לוד,190868,651953,תורן על הגג,2020-09-01 00:00:00,2018-03-01 00:00:00,2019-03-11 00:00:00,יש היתר,6.991,0.968,בקומה מתחת - גג עליון במרחק 7 מטר ובכיוון °100.,http://documents.sviva.gov.il/B001_3_812321_20200109_1539.pdf,http://documents.sviva.gov.il/B002_3_812321_20180103_0903.pdf,700012
2940,פלאפון,812344,כפר דניאל,בכפר דניאל,מודיעים,כפר דניאל,193545,648594,תורן קרקעי,17/04/2016,2019-11-06 00:00:00,2019-03-06 00:00:00,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_812344_20160726_0855.pdf,http://documents.sviva.gov.il/B002_3_812344_20190611_1548.pdf,
2941,פלאפון,812346,חבל מודיעין,מצפה מודיעין,חבל מודיעין,חבל מודיעין,196125,651018,תורן קרקעי,2017-10-12 00:00:00,23/01/2018,2019-04-09 00:00:00,יש היתר,0.0,0,אין אזורים מאוכלסים ברציפות,http://documents.sviva.gov.il/B001_3_812346_20171210_0854.pdf,http://documents.sviva.gov.il/B002_3_812346_20180123_1417.pdf,
2943,פלאפון,812370,אחיסמך,כרם של מבוא חורון,גזר,גזר,192526,646343,תורן קרקעי,16/10/2017,31/10/2017,2019-02-08 00:00:00,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_812370_20171016_1130.pdf,http://documents.sviva.gov.il/B002_3_812370_20171031_0911.pdf,
2944,פלאפון,812375,רמלה,רח` יהושוע בן נון  אצטדיון רמלה,רמלה,רמלה,187535,647963,תורן קרקעי,2014-03-12 00:00:00,16/10/2017,14/07/2019,יש היתר,13.987,2.181,במבנה מגורים 19 קומות - 17 במרחק 135 מטר ובכיוון °330.,http://documents.sviva.gov.il/B001_3_812375_20141203_0807.pdf,http://documents.sviva.gov.il/B002_3_812375_20171016_1131.pdf,850017
2945,פלאפון,812376,שהם,יער שוהם,שהם,שוהם,195722,655736,תורן קרקעי,2015-12-08 00:00:00,2016-08-03 00:00:00,16/05/2019,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_812376_20150812_0850.pdf,http://documents.sviva.gov.il/B002_3_812376_20160308_1053.pdf,13043
2946,פלאפון,812399,לוד,שד` הציונות 3,לוד,לוד,189997,650359,אתר זעיר פנימי,14/02/2019,2019-07-03 00:00:00,27/02/2019,יש היתר,25.104,5.096,,http://documents.sviva.gov.il/B001_3_812399_20190214_1745.pdf,http://documents.sviva.gov.il/B002_3_812399_20190307_1432.pdf,700024
2948,פלאפון,812426,רמלה,קרן היסוד,רמלה,רמלה,186463,648388,אנטנה משתפלת,2016-03-04 00:00:00,18/06/2018,2019-11-04 00:00:00,יש היתר,26.89,3.79,בתוך מבנה מגורים ברחוב קרן ביסוד 17א`,http://documents.sviva.gov.il/B001_3_812426_20160403_0959.pdf,http://documents.sviva.gov.il/B002_3_812426_20180618_1452.pdf,850035
2949,פלאפון,812428,ראשון לציון,צריפין,ראשון לציון,ראשון לציון,184405,653514,תורן קרקעי,2017-02-11 00:00:00,28/02/2018,20/11/2019,יש היתר,3.398,0.753,בריכת מים במרחק 6 מטר בכיוון 60 מעלות,http://documents.sviva.gov.il/B001_3_812428_20171102_0836.pdf,http://documents.sviva.gov.il/B002_3_812428_20180228_0916.pdf,8300126
2950,פלאפון,812430,לוד,שד` דוד המלך 9,לוד,לוד,189723,650605,אנטנת עוקץ,2016-02-08 00:00:00,26/12/2016,14/08/2019,יש היתר,24.48,3.69,בתוך מבנה מרכז לדיור ציבורי,http://documents.sviva.gov.il/B001_3_812430_20160802_1012.pdf,http://documents.sviva.gov.il/B002_3_812430_20161226_1029.pdf,700031
2951,פלאפון,812435,באר יעקב,בין באר יעקב לרמלה,באר יעקב,באר יעקב,185100,649384,תורן קרקעי,26/10/2015,27/06/2016,20/11/2019,יש היתר,2.17,0.374,בבית פרטי   קומת קרקע במרחק 20 מטר ובכיוון °0.,http://documents.sviva.gov.il/B001_3_812435_20151026_0949.pdf,http://documents.sviva.gov.il/B002_3_812435_20160718_1149.pdf,25301
